,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
423,Frost,HU,14,21.4%,2.6,2.4,3.6,6.7,5.8,327,75.3%,17.0,342,1.26,0.24,0.35,0.13,-165,-4,-223,35.7%,0%,0,-
424,Frostsize,BG,14,42.9%,3.7,4.1,3.3,8.2,8.5,412,73.6%,27.5,660,1.05,0.35,0.22,0.11,13,-3,67,35.7%,28.6%,0,3
425,Fudge,AU,23,47.8%,3.5,2.3,1.9,4.2,8.6,396,54.1%,21.1,470,0.97,0.42,0.14,0.13,46,4,46,13%,13%,0,4
426,Furby,SE,14,28.6%,2.9,2.3,2.4,4.8,8.3,381,55.6%,24.4,578,1.1,0.43,0.18,0.13,-302,-9,-221,7.1%,14.3%,0,3
427,Furuy,NL,28,64.3%,5.3,4.6,2.3,7.8,9.0,439,65.9%,27.1,721,1.06,0.45,0.15,0.19,184,7,232,17.9%,14.3%,0,6
428,Fuuu,BR,18,38.9%,3.8,3.8,2.2,4.6,8.5,408,68.6%,28.9,608,1.09,0.46,0.18,0.23,-30,3,89,16.7%,5.6%,0,6
429,Fy,CN,4,25%,2.1,3.3,4.3,5.5,6.2,345,82.4%,16.0,304,-,-,-,-,-,-,-,-,-,-,-
430,Fynox,TR,27,66.7%,5.6,5.6,2.3,7.4,8.3,441,70.8%,27.4,712,1.08,0.37,0.31,0.09,-147,-6,-75,33.3%,0%,0,-
431,GALA,CN,50,52%,5.2,3.6,1.7,5.4,8.1,418,70%,28.9,640,-,-,-,-,-,-,-,-,-,-,-
432,GGiler,PL,14,7.1%,2.5,3.8,2.9,3.4,8.7,404,71.1%,25.6,528,0.66,0.25,0.2,0.03,-634,-12,-453,21.4%,7.1%,0,4
433,GIDEON,KR,40,25%,2.6,1.4,2.9,6.2,5.6,309,73.3%,13.0,272,1.58,0.39,0.44,0.33,-13,2,72,27.5%,10%,0,4
434,Gaeng,KR,27,33.3%,2.3,0.9,4.3,9.2,1.9,261,75.3%,9.2,205,3,1.68,0.39,0.5,20,9,165,25.9%,11.1%,0,1
435,Gaethan,FR,18,16.7%,3.0,2.4,1.9,3.4,8.8,405,53.9%,25.8,527,0.84,0.34,0.14,0.08,589,16,401,22.2%,5.6%,0,4
436,Gakgos,TR,17,52.9%,2.6,4.1,3.9,5.8,8.8,448,58.9%,26.1,680,0.76,0.35,0.09,0.1,630,15,495,17.6%,23.5%,0,14
437,Galaxy,PT,10,20%,2.0,2.7,3.4,4.2,8.1,369,71.7%,27.4,565,1.16,0.44,0.21,0.14,-177,-6,-498,10%,10%,0,1
438,Ganks,PE,35,34.3%,2.7,2.4,3.2,6.1,5.5,326,75.2%,14.2,296,1.48,0.38,0.32,0.28,-100,-0,27,25.7%,2.9%,0,5
439,GaraXy,GR,4,50%,2.3,1.8,3.8,6.8,5.2,321,76.3%,10.8,271,1.2,0.25,0.31,0.22,-236,-10,-613,50%,0%,0,-
440,Garank,BE,1,0%,0.7,0.0,10.0,7.0,0.9,225,70%,6.8,145,2.04,0.96,0.28,0.2,-2430,-1,-246,0%,100%,0,-
441,Garvey,CN,4,25%,2.5,3.5,4.8,8.3,6.7,355,78%,24.5,651,-,-,-,-,-,-,-,-,-,-,-
442,Gastruks,AR,38,44.7%,2.6,0.5,3.9,9.8,1.5,255,70.8%,6.4,148,3.38,1.76,0.43,0.49,-248,0,-193,18.4%,18.4%,0,1
443,Gavotto,MX,35,51.4%,3.5,4.1,2.9,6.0,8.3,424,64.3%,25.4,643,1.35,0.47,0.39,0.13,-254,-1,-26,14.3%,2.9%,0,5
444,Gemini,TW,44,59.1%,4.4,2.1,2.4,8.6,5.4,330,74.5%,11.8,302,1.57,0.44,0.4,0.36,-59,-7,-54,40.9%,11.4%,0,4
445,GentlemanHe,DE,17,17.6%,1.2,2.8,5.5,3.6,8.3,391,42.2%,29.8,663,0.61,0.32,0.09,0.01,-341,1,-451,0%,35.3%,0,9
446,Giyuu,LB,32,62.5%,6.0,4.8,2.0,7.4,9.3,444,68.9%,29.3,735,1.43,0.57,0.25,0.2,450,6,327,18.8%,6.3%,0,7
447,Gloryy,VN,28,60.7%,3.9,3.9,2.6,6.0,9.2,432,59.6%,25.0,580,1.55,0.53,0.39,0.27,23,7,141,10.7%,14.3%,0,6
448,GoDJJ,TW,17,17.6%,2.1,2.7,3.6,4.9,7.7,369,65.7%,23.6,512,1.07,0.5,0.25,0.12,-1032,-21,-556,17.6%,23.5%,0,1
449,Goldc,CN,3,0%,0.7,1.3,3.7,1.3,6.7,311,39.6%,12.2,250,-,-,-,-,-,-,-,-,-,-,-
450,Goodo,KR,12,16.7%,2.7,2.8,3.3,6.2,5.8,336,74.3%,14.4,315,1.26,0.29,0.38,0.25,-25,2,-124,33.3%,16.7%,0,1
451,Goot,BR,23,56.5%,4.2,2.0,2.7,9.5,5.2,324,74.7%,12.4,295,1.62,0.45,0.41,0.38,5,4,-38,34.8%,8.7%,0,3
452,Gordinho,PT,14,21.4%,1.8,1.4,4.2,6.1,2.1,256,59.1%,10.0,216,2.45,1.18,0.31,0.18,-102,13,348,21.4%,21.4%,0,1
453,Gori,KR,32,65.6%,3.7,3.7,2.6,5.8,9.2,433,67.7%,30.2,727,1.12,0.41,0.27,0.17,169,7,198,18.8%,21.9%,1,11
454,Gravepast,TR,14,0%,1.5,2.6,3.9,3.1,8.1,368,69.1%,26.5,483,0.81,0.28,0.24,0.04,-953,-10,-529,21.4%,7.1%,0,-
455,Grell,MX,38,44.7%,2.1,3.0,4.6,6.8,5.8,343,69.1%,15.1,360,1.37,0.28,0.33,0.24,-122,-1,30,34.2%,15.8%,0,8
456,Gremy,BE,11,36.4%,1.6,0.7,6.0,8.8,1.0,242,61.1%,6.0,148,2.75,1.49,0.26,0.44,-644,-4,-459,18.2%,0%,0,-
457,Grevthar,BR,31,61.3%,5.1,3.0,2.2,8.3,7.8,373,70.6%,23.4,558,1.38,0.55,0.27,0.24,-184,-10,-292,22.6%,3.2%,0,1
458,Grizzly,KR,55,56.4%,3.9,2.1,2.4,7.2,6.3,343,73.1%,12.3,263,1.43,0.39,0.37,0.33,148,4,146,41.8%,3.6%,0,4
459,Guigo,BR,36,61.1%,3.3,4.9,3.1,5.2,8.2,427,60.8%,25.3,621,1.15,0.39,0.22,0.19,251,5,133,25%,19.4%,0,21
460,Guigs,BR,19,73.7%,4.9,1.3,2.6,11.4,2.9,302,72.6%,9.7,244,3.14,1.43,0.54,0.39,308,18,481,15.8%,15.8%,0,-
461,Gumayusi,KR,55,72.7%,5.0,4.0,2.2,6.7,8.0,440,67.3%,25.5,649,2.03,0.81,0.51,0.21,91,-12,-171,21.8%,10.9%,0,3
462,Gury,VN,25,56%,3.1,2.0,3.2,7.8,5.8,337,64.3%,12.1,309,1.94,0.65,0.5,0.37,-203,1,-69,28%,16%,0,1
463,Guubi,DK,14,50%,3.0,4.0,3.5,6.4,8.7,422,67.9%,27.2,656,0.94,0.37,0.25,0.08,201,4,276,21.4%,7.1%,0,-
464,Guwon,KR,49,44.9%,3.2,1.8,2.7,7.0,5.3,321,69.8%,13.4,277,1.54,0.35,0.41,0.26,-116,-6,-196,51%,12.2%,0,2
465,H0NEST,DE,12,33.3%,2.8,4.1,3.1,4.7,8.5,416,56.2%,26.3,588,1.01,0.35,0.22,0.12,-300,-0,7,25%,0%,0,9
466,H4cker,CN,42,26.2%,2.3,1.4,3.1,5.7,5.9,324,75.4%,14.1,306,-,-,-,-,-,-,-,-,-,-,-
467,HH,KR,59,55.9%,3.0,0.5,3.2,8.9,1.5,252,73%,7.1,163,3.29,1.86,0.37,0.49,-174,-2,-240,28.8%,5.1%,0,2
468,HONOR,FR,18,33.3%,2.4,0.7,3.9,8.8,1.1,239,73%,7.1,160,3.27,1.72,0.34,0.44,-392,-6,-298,27.8%,5.6%,0,-
469,HRK,JP,31,32.3%,2.5,1.8,3.5,7.0,4.8,306,68.2%,11.5,261,1.69,0.57,0.4,0.55,-234,-8,-355,25.8%,16.1%,0,2
470,HUGOD,PT,12,25%,2.5,1.6,2.6,4.8,7.3,341,42.3%,19.1,393,0.76,0.36,0.08,0.04,-877,-5,-196,0%,0%,0,1
471,Hades2,GR,6,16.7%,1.3,0.8,4.5,5.0,5.0,293,68.5%,11.3,242,0.94,0.17,0.26,0.15,-837,-18,-901,33.3%,0%,0,-
472,Hadess,NL,32,78.1%,4.3,4.0,3.1,9.1,6.0,372,67.3%,14.3,387,1.33,0.22,0.37,0.26,153,8,147,28.1%,9.4%,0,4
473,Haeri,AU,25,72%,5.9,4.5,2.0,7.1,9.3,452,68.6%,27.8,736,1.13,0.42,0.22,0.16,454,20,646,24%,16%,0,10
474,Haichao,CN,44,45.5%,4.3,3.5,2.1,5.5,9.1,427,70.2%,26.3,632,-,-,-,-,-,-,-,-,-,-,-
475,Hakari,BR,12,58.3%,2.4,2.4,3.2,5.3,7.5,359,54.9%,19.1,415,1.05,0.52,0.1,0.26,-894,-15,-313,0%,8.3%,0,3
476,Halo,AU,2,0%,1.2,1.0,5.5,5.5,1.0,245,93.8%,11.6,242,2.37,1.21,0.23,0.3,-176,-14,164,0%,50%,0,-
477,HamBak,KR,62,64.5%,3.9,2.4,3.0,9.2,5.4,333,70.2%,11.3,297,1.52,0.38,0.36,0.32,271,3,228,48.4%,6.5%,0,7
478,Hanabi,TW,2,0%,2.7,2.0,1.5,2.0,8.5,363,60%,19.3,422,1.21,0.4,0.23,0.13,-202,-13,-28,0%,0%,0,-
479,Hang,CN,32,59.4%,3.7,0.6,2.6,9.0,2.4,276,69.4%,9.2,211,-,-,-,-,-,-,-,-,-,-,-
480,Hans SamD,KR,22,54.5%,6.2,6.5,2.1,6.5,9.8,477,74.1%,29.3,814,1.5,0.51,0.43,0.12,605,8,435,18.2%,4.5%,0,4
481,Hans sama,FR,42,78.6%,6.1,5.2,1.9,6.2,9.3,465,67.9%,27.2,667,1.2,0.46,0.33,0.12,143,9,196,19%,11.9%,3,2
482,Hantera,FR,22,54.5%,3.6,0.8,3.8,12.9,1.0,256,76.7%,7.0,180,3.77,2.1,0.47,0.5,-49,-2,-133,22.7%,13.6%,0,-
483,Harky,VN,1,100%,8.5,8.0,2.0,9.0,10.4,543,70.8%,39.1,1023,0.71,0.36,0.06,0.16,2288,35,2332,0%,100%,0,-
484,Harp,KR,39,74.4%,4.3,1.1,2.8,11.1,1.8,290,76.9%,10.7,279,3.44,1.74,0.48,0.51,179,-13,-258,43.6%,10.3%,0,2
485,Harpoon,PL,27,74.1%,7.7,6.6,1.7,6.7,8.7,467,76.8%,27.3,775,1.36,0.44,0.32,0.11,370,11,416,14.8%,7.4%,0,4
486,Hasagi,SI,14,7.1%,1.6,1.8,3.4,3.4,7.7,361,43%,17.4,390,0.72,0.35,0.09,0.01,-934,-22,-561,0%,0%,0,2
487,Hasmed,VN,27,63%,2.7,3.7,3.2,4.8,8.8,422,49.4%,28.6,729,1.27,0.47,0.23,0.2,425,10,143,7.4%,11.1%,0,18
488,Haster,PL,13,38.5%,3.1,2.0,2.4,5.3,7.5,364,51.1%,21.2,465,0.51,0.22,0.07,0,-212,-9,-22,15.4%,15.4%,0,4
489,Hatred,BG,14,42.9%,4.3,2.9,2.9,9.2,5.2,330,76.5%,11.4,274,1.24,0.32,0.26,0.27,-113,-13,-281,35.7%,0%,0,-
490,Hauz,BR,25,44%,4.2,2.9,2.3,6.6,8.6,402,75.3%,33.1,739,1.06,0.43,0.22,0.18,148,2,32,24%,12%,0,2
491,HawHaw,NO,21,61.9%,4.3,5.4,2.6,5.5,9.2,452,64.4%,29.9,790,1.07,0.42,0.18,0.12,291,3,248,33.3%,14.3%,0,7
492,Haze,PT,7,28.6%,2.1,2.3,2.9,3.6,7.4,365,49%,23.7,451,0.67,0.34,0.1,0.04,-709,-5,-319,0%,28.6%,0,3
493,Hazel,RO,22,68.2%,4.4,5.2,2.6,6.5,8.1,430,79.2%,29.6,764,1.05,0.38,0.22,0.13,-250,-4,-93,9.1%,9.1%,0,1
494,HeSSZero,PL,13,38.5%,2.8,3.2,3.1,5.2,7.6,382,58.3%,25.5,582,0.97,0.38,0.18,0.16,-30,-2,-228,23.1%,7.7%,0,5
495,Hena,KR,43,37.2%,3.5,3.7,2.5,4.9,8.9,413,73%,28.8,636,1.67,0.69,0.42,0.18,-106,3,92,39.5%,2.3%,0,3
496,Heng,CN,50,52%,2.5,1.7,3.1,6.0,5.4,322,70%,11.1,269,-,-,-,-,-,-,-,-,-,-,-
497,Henra,PT,22,72.7%,7.1,4.5,1.6,7.1,9.0,444,69.9%,25.8,611,1.18,0.42,0.19,0.15,431,7,235,22.7%,4.5%,0,5
498,Heroic,PT,14,28.6%,2.2,4.4,3.6,3.8,8.4,400,65.5%,33.6,765,0.79,0.35,0.11,0.08,17,-2,-59,28.6%,7.1%,0,5
499,Hery,CN,44,43.2%,2.8,1.8,2.6,5.4,8.1,368,53.9%,20.1,474,-,-,-,-,-,-,-,-,-,-,-
500,Hexflash,AU,18,38.9%,3.3,0.7,2.9,9.0,1.2,249,69.4%,8.5,189,2.71,1.38,0.3,0.27,-117,-2,-90,44.4%,5.6%,0,1
501,Hid0,MT,18,16.7%,2.4,3.6,2.6,2.8,9.2,411,67.8%,28.7,631,1.08,0.38,0.33,0.05,-644,-11,-613,33.3%,0%,0,1
502,Hidan,BR,38,44.7%,2.3,2.7,3.1,4.4,8.0,383,47.4%,23.6,560,0.92,0.4,0.15,0.12,-116,0,28,13.2%,7.9%,0,10
503,Hieu3,VN,25,40%,3.0,0.5,2.9,8.4,1.4,255,66.6%,7.5,159,3.8,2.09,0.56,0.62,-97,-3,-289,16%,12%,0,-
504,Highway,PL,27,74.1%,3.6,0.9,4.4,15.1,1.3,272,71.6%,8.2,251,3.52,1.64,0.52,0.26,59,4,179,25.9%,14.8%,0,2
505,Hiro,CZ,14,42.9%,5.6,4.2,1.6,5.0,9.1,423,70.9%,27.2,617,0.97,0.37,0.24,0.07,-266,0,43,14.3%,7.1%,0,1
506,Hiro02,VN,17,70.6%,2.3,2.4,3.8,6.1,7.6,380,55.6%,18.2,472,1.44,0.37,0.41,0.25,9,3,32,23.5%,11.8%,0,5
507,Hiro1,FR,14,28.6%,2.4,4.9,4.1,5.1,7.9,421,61.4%,31.7,790,1.15,0.44,0.24,0.14,401,3,268,35.7%,21.4%,0,19
508,Hjarnan,SE,3,0%,1.8,2.0,4.3,6.0,7.5,357,49.2%,21.9,651,0.55,0.31,0.08,0.07,476,-1,867,0%,0%,0,-
509,Holyphoenix,TR,14,42.9%,5.4,5.8,2.1,5.9,8.6,437,72.8%,25.9,584,0.98,0.35,0.27,0.07,-238,-16,-388,35.7%,7.1%,0,-
510,Hoon,KR,22,68.2%,3.8,2.8,2.4,6.3,8.8,424,54.3%,23.4,619,1.13,0.35,0.22,0.17,446,16,264,9.1%,13.6%,0,5
511,Hoopa,VN,16,25%,1.9,3.3,4.2,4.7,7.7,393,51.9%,22.4,526,1.64,0.75,0.35,0.25,-1218,-23,-696,12.5%,6.3%,0,2
512,Hope,CN,44,43.2%,4.3,4.3,2.2,5.3,8.2,414,72.6%,26.6,633,-,-,-,-,-,-,-,-,-,-,-
513,HorangE,KR,42,16.7%,1.5,2.3,3.5,3.1,8.2,375,49.5%,23.9,531,0.82,0.27,0.16,0.09,-301,-6,-190,16.7%,9.5%,0,15
514,Horio,PT,3,33.3%,1.2,1.3,3.3,2.7,8.6,393,29.2%,20.7,463,0.68,0.3,0.1,0.1,-561,-5,-486,0%,0%,0,1
515,HowLa,JP,20,15%,1.4,2.3,3.5,2.8,8.3,368,53.7%,26.8,530,1.03,0.42,0.33,0.19,-835,10,-210,10%,10%,0,-
516,Howling,KR,22,54.5%,3.1,3.2,2.9,5.8,7.7,393,49.6%,19.0,513,0.96,0.33,0.17,0.12,274,3,287,13.6%,13.6%,0,3
517,Hoya,KR,40,42.5%,2.5,2.1,2.7,4.5,7.8,368,50.8%,19.5,427,-,-,-,-,-,-,-,-,-,-,-
518,HuSha,TW,38,52.6%,4.0,3.3,2.7,7.5,6.3,362,78.8%,15.2,390,1.45,0.34,0.38,0.33,234,6,266,50%,7.9%,0,5
519,Hugato,BR,28,64.3%,5.2,2.8,2.3,8.9,5.9,354,67.2%,12.0,290,1.83,0.45,0.53,0.35,413,8,251,39.3%,7.1%,0,-
520,Huhi,KR,20,40%,2.8,1.2,3.3,8.1,2.8,271,74.8%,8.5,202,3.02,1.58,0.42,0.39,250,19,231,25%,5%,0,-
521,Humanoid,CZ,51,56.9%,3.4,4.4,3.4,7.0,8.9,430,66.9%,30.5,784,1.01,0.38,0.25,0.06,164,3,22,19.6%,13.7%,0,18
522,Humble,MK,14,35.7%,2.8,3.2,2.8,4.5,9.3,414,56.7%,24.2,527,0.91,0.33,0.24,0.11,-76,10,28,42.9%,14.3%,0,-
523,Hummelu,DE,14,7.1%,1.6,1.4,5.6,7.3,4.7,300,79.2%,13.6,289,1.11,0.26,0.27,0.19,-714,-18,-728,42.9%,0%,0,-
524,HungryPanda,GR,32,65.6%,2.9,0.7,4.5,12.2,1.2,268,73.1%,9.2,231,3.55,1.85,0.44,0.47,24,1,52,18.8%,15.6%,0,1
525,Hunt,DK,14,28.6%,2.8,5.2,4.1,6.1,8.7,442,75.2%,30.2,706,0.64,0.24,0.1,0.04,338,10,192,28.6%,14.3%,0,12
526,Hunter,ES,13,38.5%,3.4,2.8,2.1,4.2,7.7,371,50%,20.7,433,0.85,0.34,0.13,0.08,-112,-3,247,0%,0%,0,9
527,Hustlin,SE,17,23.5%,2.7,0.4,3.9,10.0,1.3,245,68.3%,6.6,156,2.84,1.43,0.29,0.4,-373,-0,-228,23.5%,5.9%,0,-
528,HwQ,CN,3,33.3%,2.7,3.0,3.0,5.0,7.8,388,72.7%,22.6,407,-,-,-,-,-,-,-,-,-,-,-
529,Hydra,ES,25,48%,4.6,4.7,2.6,7.5,8.2,407,69.1%,24.8,618,1.2,0.48,0.24,0.21,-127,-9,-447,8%,4%,0,6
530,Hylissang,BG,36,50%,2.2,1.1,4.8,9.4,1.8,265,65.8%,9.6,236,2.96,1.45,0.42,0.36,139,15,355,30.6%,19.4%,0,2
531,Hyo,VN,4,0%,1.6,2.5,5.8,6.5,5.4,323,67.3%,13.8,311,1.46,0.56,0.34,0.38,-634,-16,-770,0%,0%,0,1
532,Hyorai,FR,21,52.4%,2.8,0.9,4.3,10.9,1.0,256,68.6%,8.7,212,3.29,1.7,0.37,0.4,-16,-6,15,33.3%,9.5%,0,-
533,Hype,KR,62,64.5%,6.1,6.1,2.0,6.3,8.8,463,74.5%,30.3,810,1.74,0.67,0.42,0.19,451,-4,141,27.4%,3.2%,0,3
534,IB0,TR,2,50%,2.1,3.0,4.0,5.5,6.8,350,60.7%,19.5,507,0.53,0.24,0.15,0,-419,-20,-422,0%,0%,0,2
535,ICU,TW,22,22.7%,2.0,2.5,3.6,4.7,7.7,362,55.2%,24.3,538,0.99,0.45,0.14,0.14,-376,-7,-159,9.1%,13.6%,0,4
536,Icaruss,FR,22,50%,3.4,2.4,3.3,8.7,5.2,326,73%,11.2,263,1.34,0.29,0.31,0.26,-25,0,-39,36.4%,4.5%,0,1
537,Ice,KR,44,56.8%,5.1,4.9,1.9,4.9,9.9,463,67.8%,28.7,603,1.46,0.54,0.39,0.15,87,9,324,27.3%,2.3%,1,3
538,IceBreaker,GR,18,44.4%,2.8,2.3,2.9,5.8,7.5,365,51%,21.9,542,0.99,0.38,0.14,0.15,177,5,173,16.7%,0%,0,5
539,IgNar,KR,27,33.3%,3.5,0.6,2.3,7.5,1.2,241,75.7%,8.0,170,3.68,2.11,0.47,0.56,-132,0,-74,29.6%,7.4%,0,1
540,IgnaVilu,AR,35,34.3%,2.9,0.8,3.1,8.2,1.4,257,78.8%,8.4,183,4.12,2.31,0.61,0.62,-211,-12,-303,28.6%,8.6%,0,-
541,Iheb,TN,14,35.7%,2.0,0.9,4.4,8.1,1.5,250,71.2%,7.5,157,3.16,1.51,0.41,0.35,-120,-5,-201,50%,7.1%,0,-
542,Ikigai,VN,25,40%,3.2,2.5,3.0,7.2,6.0,344,72.5%,13.1,289,1.74,0.44,0.5,0.36,98,-3,-46,44%,8%,0,2
543,IlllIma,KR,18,38.9%,3.0,2.8,2.4,4.3,8.4,394,51.2%,23.5,538,0.97,0.32,0.23,0.12,13,1,-35,5.6%,5.6%,0,8
544,Ilyxou,FR,14,28.6%,1.8,3.1,3.6,3.4,7.3,371,53.4%,29.4,597,0.74,0.36,0.07,0.05,-121,-10,170,21.4%,14.3%,0,8
545,Impact,KR,33,63.6%,3.7,3.1,2.5,6.3,7.4,380,58.7%,21.2,559,0.96,0.35,0.18,0.14,133,2,268,24.2%,18.2%,0,12
546,Improve,BR,8,25%,2.5,1.6,2.8,5.1,8.7,382,55.8%,23.1,542,1.09,0.45,0.27,0.16,-605,-8,-298,37.5%,0%,0,-
547,Indecision,BG,8,12.5%,1.7,2.5,3.5,3.5,5.1,318,69.3%,13.6,260,1.06,0.33,0.2,0.2,-304,-13,-366,37.5%,37.5%,0,-
548,Indr4,ES,13,38.5%,3.1,3.5,3.0,5.8,6.7,363,63%,17.1,358,1.13,0.16,0.3,0.13,521,6,341,30.8%,15.4%,0,1
549,Infinity,ES,17,47.1%,2.8,2.5,3.3,6.8,6.2,343,59.5%,12.6,325,1.18,0.27,0.24,0.2,-8,1,-16,35.3%,5.9%,0,1
550,Infoneral,BG,25,60%,3.2,1.0,3.6,10.6,1.7,267,74.2%,7.0,177,3.09,1.5,0.37,0.34,-52,12,156,20%,16%,0,-
551,Innaxe,GB,18,44.4%,5.5,3.9,2.1,7.4,7.6,402,76.4%,28.3,649,1.45,0.58,0.34,0.13,-108,-10,-246,22.2%,5.6%,0,2
552,Ino,JP,20,35%,2.7,1.0,3.2,7.7,2.4,267,75%,8.0,175,3.3,1.77,0.54,0.44,117,22,216,25%,25%,0,-
553,Insanity,US,14,35.7%,2.9,3.5,2.8,4.6,7.7,372,59.6%,23.1,535,1.18,0.44,0.22,0.17,-292,-12,-136,14.3%,14.3%,0,4
554,Inspired,PL,26,65.4%,3.9,2.2,2.7,8.5,6.3,346,71.6%,13.1,329,1.39,0.39,0.28,0.22,-0,7,163,30.8%,0%,0,-
555,Invictis,NZ,16,43.8%,3.6,3.1,2.5,6.0,6.2,350,63.6%,16.0,359,1.33,0.33,0.31,0.27,-68,0,-75,18.8%,6.3%,0,3
556,Iobellan,IT,14,21.4%,1.9,2.8,3.4,3.7,7.7,383,52.2%,25.9,568,0.88,0.31,0.14,0.02,-568,-5,-304,7.1%,14.3%,0,6
557,Irrelevant,DE,33,42.4%,3.2,2.7,2.4,4.9,8.0,386,49.4%,23.8,556,1.07,0.35,0.23,0.17,270,8,351,6.1%,6.1%,0,9
558,Isles,AU,18,38.9%,3.9,0.7,2.3,8.5,1.5,252,80.9%,8.3,201,3.34,1.74,0.44,0.32,-56,-10,-214,38.9%,11.1%,0,-
559,Isma,FR,33,42.4%,4.1,1.8,2.6,8.8,5.3,317,75.3%,11.8,269,1.28,0.35,0.29,0.28,-252,-7,-253,39.4%,18.2%,0,1
560,IvanD,DE,18,11.1%,1.8,3.6,3.6,2.8,8.3,397,57.9%,26.3,563,1.01,0.42,0.24,0.12,-233,1,34,11.1%,16.7%,0,3
561,Ivory,KR,40,42.5%,3.7,2.7,2.4,6.2,8.9,404,66.5%,28.1,580,1.22,0.44,0.24,0.23,-41,-4,10,22.5%,10%,0,5
562,Iwandy,CN,50,52%,2.5,0.5,3.1,7.3,1.4,251,70.4%,7.7,185,-,-,-,-,-,-,-,-,-,-,-
563,Izo,PL,2,100%,3.6,1.0,2.5,8.0,4.9,326,56.2%,10.7,255,1.38,0.28,0.26,0.24,-1192,-30,-648,0%,0%,0,-
564,J3rkie,CZ,22,50%,2.7,0.9,3.4,8.2,1.5,255,79.4%,9.4,200,2.54,1.28,0.27,0.23,129,7,161,36.4%,13.6%,0,-
565,JNX,DE,30,70%,4.3,3.5,2.1,5.6,8.8,424,56.2%,21.9,543,1.13,0.47,0.19,0.14,131,7,62,16.7%,10%,0,11
566,JackeyLove,CN,57,73.7%,4.6,4.4,2.3,6.4,8.4,453,70.4%,26.7,704,-,-,-,-,-,-,-,-,-,-,-
567,Jackies,CZ,27,33.3%,2.4,3.0,2.9,4.1,8.6,397,65.5%,26.7,562,1.03,0.39,0.2,0.15,-433,-13,-287,22.2%,7.4%,0,6
568,Jackspektra,NO,26,73.1%,4.2,5.9,2.9,6.3,8.6,458,71.3%,32.4,799,1.44,0.48,0.41,0.05,506,1,130,26.9%,7.7%,0,4
569,Jalleba,TN,14,35.7%,2.5,4.6,3.5,4.3,8.4,421,66.7%,30.0,678,0.78,0.29,0.23,0.03,-79,1,148,50%,7.1%,0,3
570,Jane,VN,29,41.4%,4.1,4.0,2.7,6.9,8.6,416,68.6%,27.4,668,1.24,0.43,0.3,0.22,417,5,50,17.2%,10.3%,0,10
571,Jankos,PL,31,45.2%,3.9,2.1,2.5,7.6,5.5,324,78%,13.0,268,1.57,0.37,0.4,0.25,-162,-5,-154,29%,6.5%,0,1
572,Janus,KR,47,44.7%,2.3,3.0,3.2,4.3,7.5,366,51.8%,19.7,534,1.01,0.37,0.18,0.18,-302,-5,-205,6.4%,10.6%,0,26
573,Jauny,CR,35,34.3%,3.3,2.5,1.9,3.8,7.8,377,53.5%,23.1,498,0.96,0.37,0.15,0.17,-342,-14,-290,17.1%,14.3%,0,17
574,Javier,ES,27,63%,5.2,3.8,2.2,7.7,8.2,408,74.1%,25.7,582,1.25,0.52,0.23,0.22,-54,-5,-87,14.8%,7.4%,0,1
575,Jejky,CZ,14,42.9%,2.6,2.1,4.5,9.4,5.7,336,69.8%,15.1,381,1.41,0.4,0.27,0.34,-364,-4,-265,42.9%,14.3%,0,-
576,Jenkins,US,34,41.2%,2.9,3.3,2.7,4.7,7.8,383,52%,24.6,610,1.12,0.41,0.19,0.16,255,7,136,5.9%,2.9%,0,11
577,Jensen,DK,26,65.4%,5.0,4.3,2.2,6.4,8.9,432,69.2%,25.8,651,0.94,0.37,0.18,0.15,117,0,-42,11.5%,3.8%,0,3
578,Jenxas,LT,2,50%,1.4,2.0,7.5,8.5,5.4,321,77%,22.8,555,1.31,0.2,0.29,0.22,766,27,970,50%,0%,0,-
579,Jeskla,SE,8,37.5%,4.7,2.5,1.6,5.1,8.4,391,66.2%,27.9,669,1.09,0.49,0.25,0.18,223,12,368,12.5%,0%,0,1
580,Jeyrus,TR,18,44.4%,5.2,4.6,2.3,7.4,8.5,418,72.1%,23.2,576,1.19,0.37,0.36,0.13,278,6,198,16.7%,5.6%,0,-
581,Jezu,FR,21,42.9%,4.3,5.3,2.2,4.3,9.6,451,77.2%,32.8,759,1.22,0.49,0.28,0.18,52,2,187,23.8%,4.8%,0,1
582,JiT,DE,28,67.9%,3.5,2.5,3.0,7.9,5.6,347,58.8%,12.3,327,1.39,0.37,0.23,0.2,168,-1,166,42.9%,17.9%,0,5
583,Jiejie,CN,16,12.5%,2.6,1.7,2.9,6.0,6.0,323,82.8%,17.0,332,-,-,-,-,-,-,-,-,-,-,-
584,JimieN,TW,31,54.8%,3.8,3.6,2.5,5.9,9.0,423,67.5%,28.2,725,1.45,0.45,0.42,0.17,-0,0,46,9.7%,6.5%,0,5
585,Jimsnop,GR,14,28.6%,2.9,2.4,2.9,5.8,8.1,366,69.2%,23.6,533,1.02,0.36,0.22,0.06,-531,-11,-352,14.3%,14.3%,0,1
