,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
912,PapiTeero,PT,28,64.3%,4.5,3.5,2.1,6.1,8.2,409,51.1%,20.3,526,0.94,0.36,0.16,0.12,267,10,189,7.1%,10.7%,0,18
913,Paresz,HU,11,18.2%,2.6,3.4,3.7,6.2,6.7,373,77.3%,18.7,472,1.3,0.42,0.24,0.15,421,15,350,36.4%,9.1%,0,2
914,Parus,TR,25,76%,3.6,1.8,3.3,10.0,1.3,276,70.4%,10.4,273,4.01,1.87,0.58,0.38,146,-5,156,40%,4%,0,2
915,Passzi,HU,17,47.1%,4.0,1.5,2.6,9.1,1.2,264,66%,8.3,196,3.24,1.74,0.38,0.46,-45,-11,-40,17.6%,11.8%,0,-
916,Patch,KR,14,28.6%,2.8,0.8,3.6,9.4,2.1,259,75.5%,8.8,190,3.21,1.65,0.42,0.5,203,15,179,14.3%,21.4%,0,-
917,PatkicaA,RS,32,78.1%,4.6,2.3,2.1,7.5,7.5,389,50.3%,19.4,529,0.9,0.34,0.14,0.15,-325,-10,-370,12.5%,3.1%,0,11
918,Patrik,CZ,27,33.3%,2.9,3.7,2.7,4.0,8.9,410,70.3%,26.7,565,1.06,0.43,0.23,0.12,-420,-2,-31,25.9%,14.8%,0,-
919,Peach,KR,29,31%,2.5,1.4,3.2,6.9,5.5,319,76.3%,13.3,272,1.62,0.34,0.45,0.27,-92,-1,-53,37.9%,20.7%,0,3
920,Peanut,KR,55,69.1%,5.2,2.2,2.1,8.7,5.8,339,72.2%,11.8,284,1.68,0.39,0.45,0.31,29,-1,-15,32.7%,10.9%,0,4
921,Pec0,DE,22,45.5%,3.4,4.5,2.7,4.8,8.7,422,68.5%,28.3,676,0.85,0.34,0.21,0.01,167,16,240,27.3%,0%,0,3
922,Peco,BR,21,47.6%,4.1,5.0,2.7,6.2,8.5,421,70.4%,30.2,788,1.17,0.46,0.2,0.16,220,2,201,19%,4.8%,0,7
923,Pehrson,DK,7,14.3%,3.9,1.6,2.9,9.6,1.2,259,79.2%,8.0,172,3.27,1.5,0.5,0.25,61,-1,166,0%,14.3%,0,-
924,Peng,SE,18,38.9%,3.1,3.1,2.9,6.1,8.1,388,70.7%,25.7,575,1.15,0.45,0.23,0.23,-101,-5,27,16.7%,11.1%,0,6
925,Peop,TR,18,55.6%,3.1,2.3,2.9,6.6,8.3,399,57.6%,28.0,685,0.98,0.41,0.15,0.12,480,8,3,22.2%,22.2%,0,7
926,Peppe,GR,32,65.6%,5.1,4.5,2.3,7.5,8.7,431,64.7%,25.4,647,1.18,0.47,0.22,0.21,-55,-0,1,15.6%,15.6%,0,16
927,PerfecT,KR,49,57.1%,3.0,2.4,2.5,5.1,8.0,381,51.2%,20.8,482,1.21,0.47,0.21,0.26,-113,-0,3,8.2%,10.2%,0,16
928,Perkz,HR,14,35.7%,2.2,3.3,2.9,3.1,9.2,407,53.7%,31.2,635,1,0.33,0.25,0.12,-407,0,-219,21.4%,28.6%,0,1
929,Perry,US,32,46.9%,2.2,2.0,4.3,7.5,5.4,324,69.1%,13.4,321,1.28,0.28,0.31,0.21,-332,-8,-325,31.3%,12.5%,0,2
930,Peter,KR,44,31.8%,3.3,0.5,2.3,7.0,1.4,245,75.1%,7.1,150,3.32,1.86,0.41,0.47,-269,-11,-236,25%,6.8%,0,-
931,Peto,SK,14,42.9%,3.8,0.8,2.6,9.1,1.0,244,76.7%,8.5,182,3.4,1.67,0.42,0.35,29,-2,-84,21.4%,21.4%,0,-
932,Peyz,KR,53,81.1%,6.8,4.9,1.6,6.1,9.1,458,73.4%,27.5,683,1.8,0.69,0.49,0.15,58,-2,105,24.5%,9.4%,1,2
933,Phantomles,SE,18,50%,3.3,3.0,2.8,6.2,8.6,408,61.9%,26.3,644,1.01,0.4,0.17,0.13,-203,3,0,5.6%,16.7%,0,1
934,Philip,CA,32,50%,2.8,3.0,2.8,4.9,7.8,386,55.3%,24.8,563,0.9,0.36,0.15,0.12,-270,-5,-162,15.6%,6.3%,0,17
935,Photic,CN,65,55.4%,4.3,4.7,2.3,5.0,9.1,444,66.4%,27.9,697,-,-,-,-,-,-,-,-,-,-,-
936,Photon,KR,36,50%,3.4,3.1,2.6,5.6,8.3,409,54.1%,25.1,641,1.25,0.44,0.26,0.16,104,2,36,8.3%,0%,0,9
937,PiOk,SK,21,66.7%,4.5,5.0,2.3,5.5,9.0,428,72.4%,28.2,644,1.06,0.4,0.24,0.13,-113,-3,-251,33.3%,4.8%,0,-
938,Piero,KR,23,60.9%,4.6,1.9,2.3,9.0,1.3,284,74.4%,11.5,283,4.25,2.23,0.61,0.38,214,-15,-89,43.5%,21.7%,0,2
939,Piku,AL,13,38.5%,2.6,2.8,3.0,5.1,7.9,373,59.8%,26.9,555,1,0.47,0.11,0.22,-180,-11,-166,15.4%,7.7%,0,2
940,Pilot,BR,18,50%,4.5,3.3,1.8,4.7,8.9,412,72.3%,27.9,562,1.21,0.42,0.25,0.2,-25,1,-124,5.6%,5.6%,0,6
941,Pipibaat,NL,21,57.1%,4.2,2.9,3.1,10.2,5.8,351,73.3%,15.4,392,1.45,0.29,0.42,0.22,134,0,118,33.3%,9.5%,0,1
942,Piwek,PL,27,74.1%,4.4,9.0,3.7,7.4,9.2,507,73.1%,30.5,963,1.12,0.36,0.3,0.08,946,20,517,25.9%,14.8%,2,7
943,Pl0x,RS,32,62.5%,4.9,4.0,2.3,7.2,7.6,404,64.9%,23.2,623,1.23,0.46,0.21,0.11,-413,-15,-394,12.5%,6.3%,1,-
944,Pleata,KR,44,27.3%,2.6,0.5,2.3,5.5,1.7,245,75%,9.5,187,3.35,1.94,0.43,0.46,-135,-4,-64,20.5%,6.8%,0,1
945,Plux,US,21,28.6%,1.9,0.5,4.2,7.6,1.3,243,68%,8.0,185,3.03,1.52,0.37,0.29,-384,8,63,4.8%,19%,0,1
946,Poby,KR,47,42.6%,3.3,2.5,2.3,4.9,9.3,411,60.1%,24.4,497,1.17,0.46,0.26,0.2,80,2,-1,23.4%,12.8%,0,4
947,Pollu,KR,42,33.3%,3.2,0.6,2.7,8.0,1.5,246,71%,8.3,175,3.18,1.73,0.39,0.46,-250,-8,-238,14.3%,11.9%,0,1
948,Poome,CA,32,46.9%,3.6,1.2,2.8,9.1,1.1,264,70.8%,12.1,296,3.57,1.78,0.46,0.42,-108,-14,-281,25%,0%,0,3
949,Porcupine,LB,13,30.8%,3.8,3.5,2.5,6.2,6.6,372,64.1%,14.9,379,1.14,0.22,0.28,0.19,45,-4,-140,23.1%,7.7%,0,2
950,Pout,KR,10,40%,4.2,2.5,1.7,4.6,9.0,407,67.9%,27.9,527,1.1,0.39,0.19,0.22,213,4,176,30%,10%,0,2
951,PowerOfEvil,DE,35,65.7%,6.1,4.4,1.8,6.6,9.1,434,66.6%,30.0,782,1.07,0.36,0.19,0.14,234,2,77,8.6%,0%,0,6
952,Ppgod,CN,44,47.7%,3.5,0.6,2.7,8.7,1.5,255,78.9%,7.3,164,-,-,-,-,-,-,-,-,-,-,-
953,Prage,TW,5,40%,4.1,5.2,2.8,6.4,9.5,444,64.7%,25.5,601,1.18,0.41,0.3,0.12,176,4,-47,40%,0%,0,-
954,Pretender,HK,18,55.6%,5.6,2.9,1.7,6.7,8.5,392,66%,26.6,629,1.12,0.42,0.29,0.12,-51,0,-201,27.8%,0%,0,3
955,PrettyGRE,GR,12,58.3%,4.2,4.0,2.7,7.3,8.9,425,66%,29.0,670,1.06,0.32,0.22,0.13,148,7,245,16.7%,0%,0,1
956,Pridestalkr,NL,17,23.5%,2.9,2.6,3.6,7.9,6.1,344,70.7%,17.3,409,1.29,0.3,0.3,0.23,43,11,312,47.1%,0%,0,2
957,Prime,FR,21,42.9%,2.7,0.7,3.4,8.7,1.1,245,77.6%,7.9,172,3.64,1.9,0.49,0.56,-140,1,-175,28.6%,14.3%,0,1
958,Prince,KR,25,48%,3.5,3.4,1.9,3.2,9.0,418,59.6%,25.3,604,-,-,-,-,-,-,-,-,-,-,-
959,Prismal,US,22,18.2%,2.1,3.8,3.6,3.7,7.9,393,54.4%,23.5,538,1.1,0.5,0.21,0.18,0,-4,-229,31.8%,9.1%,0,3
960,ProDelta,BR,36,61.1%,4.0,0.9,3.2,11.7,1.2,269,78%,8.2,195,4.05,2.08,0.59,0.5,-24,2,49,25%,19.4%,0,2
961,PsYcraw,DE,18,33.3%,2.1,1.2,4.6,8.4,1.2,259,73.1%,10.4,242,3.15,1.55,0.38,0.21,-78,-3,314,22.2%,16.7%,0,-
962,Pshybyl,PL,22,50%,3.1,3.3,2.8,5.5,5.7,343,69.9%,14.1,302,1.2,0.27,0.29,0.21,55,-0,-38,36.4%,4.5%,0,1
963,Puddin,VN,29,41.4%,4.6,4.8,2.2,5.4,9.5,457,64.3%,28.1,695,1.59,0.54,0.47,0.19,396,18,502,17.2%,3.4%,0,4
964,Pullbae,KR,9,55.6%,5.1,3.4,2.4,9.1,8.6,413,71.3%,29.9,720,1.33,0.52,0.24,0.22,-420,-7,-408,11.1%,22.2%,0,3
965,Pun,VN,25,40%,2.3,3.0,3.3,4.6,8.2,400,58.5%,28.4,630,1.1,0.44,0.2,0.21,452,9,457,24%,12%,0,13
966,Pungyeon,KR,44,50%,3.0,3.1,2.8,5.4,9.7,435,68.1%,28.2,672,1.31,0.54,0.27,0.21,99,8,188,18.2%,6.8%,0,12
967,Pyosik,KR,49,57.1%,3.7,2.6,2.6,7.0,5.7,338,67.3%,13.0,305,1.64,0.47,0.39,0.39,12,0,-5,32.7%,4.1%,1,4
968,Pyrka,PL,26,76.9%,5.6,0.7,2.7,14.3,1.1,275,75.8%,8.4,223,3.38,1.67,0.38,0.35,107,-0,67,53.8%,15.4%,0,-
969,Pyshiro,VN,27,74.1%,6.7,5.3,1.8,6.5,8.7,453,68.8%,26.2,696,1.87,0.66,0.57,0.26,7,3,-71,14.8%,3.7%,0,2
970,Qats,BR,19,73.7%,5.2,4.8,2.2,6.7,8.2,436,67.2%,29.6,744,1.22,0.49,0.21,0.25,247,-2,-80,42.1%,0%,0,9
971,Qiang,VN,28,82.1%,3.7,3.3,3.1,8.3,5.9,364,68.5%,14.0,353,1.77,0.54,0.38,0.42,-37,0,30,39.3%,0%,0,7
972,Qiuqiu,CN,40,42.5%,2.9,0.9,3.1,8.2,1.6,254,71.1%,8.3,191,-,-,-,-,-,-,-,-,-,-,-
973,Qiutian,CN,3,33.3%,2.8,1.7,2.7,5.7,5.7,337,76%,16.9,295,-,-,-,-,-,-,-,-,-,-,-
974,Qu4rtzo,PT,17,47.1%,2.6,3.5,3.2,4.8,7.5,399,62.1%,22.9,507,1.28,0.43,0.26,0.1,-199,-16,-553,17.6%,5.9%,1,3
975,Quad,KR,35,77.1%,5.8,4.5,2.3,8.8,8.6,429,69.9%,31.2,836,1.43,0.57,0.24,0.27,536,17,469,34.3%,2.9%,0,18
976,Quantum,KR,50,48%,2.2,0.8,3.8,7.7,1.6,259,68.3%,10.0,236,3.46,1.96,0.47,0.49,-227,-7,-330,30%,18%,0,2
977,Quid,KR,26,53.8%,4.4,4.6,2.5,6.5,9.4,436,73.7%,28.7,744,1.35,0.48,0.33,0.21,159,4,29,11.5%,7.7%,0,9
978,Quik,TR,16,37.5%,2.7,4.6,3.8,5.8,8.2,409,61.2%,27.1,673,0.78,0.27,0.17,0.06,-162,0,-6,0%,12.5%,0,12
979,Quintero,PT,22,72.7%,5.3,1.0,2.4,11.7,1.3,271,77.8%,9.1,219,3.6,1.74,0.46,0.38,41,-9,-135,45.5%,9.1%,0,-
980,Qwacker,US,26,42.3%,2.0,2.7,3.7,4.6,7.3,364,48.7%,20.8,513,0.81,0.3,0.13,0.1,-315,-6,-291,11.5%,7.7%,0,10
981,R4VEN,PL,18,38.9%,2.6,3.4,3.1,4.6,8.1,389,56.1%,23.0,538,1.1,0.42,0.21,0.18,-180,-1,-193,16.7%,16.7%,0,8
982,REVENG,GR,14,28.6%,1.8,2.4,4.6,5.6,5.6,326,66%,10.8,251,1.36,0.32,0.31,0.25,-10,-1,90,35.7%,7.1%,0,3
983,ROCKBOOM,US,21,28.6%,2.3,4.3,3.3,3.2,8.0,408,65.5%,25.3,584,0.89,0.38,0.24,0.05,-704,-15,-442,4.8%,9.5%,0,11
984,Rabble,NL,27,63%,4.5,3.4,2.9,9.6,6.2,363,70.4%,14.2,381,1.27,0.23,0.34,0.15,163,13,358,25.9%,14.8%,0,6
985,Rabstar,GB,1,0%,0.6,0.0,5.0,3.0,7.1,303,50%,25.1,566,0.58,0.31,0.19,0,-2153,-25,-1313,0%,0%,0,-
986,Racerr,KR,8,25%,1.2,2.9,4.9,3.0,8.2,384,48.5%,22.8,559,1.06,0.36,0.15,0.2,-538,-7,-732,12.5%,50%,0,3
987,RafBin,PL,17,41.2%,3.6,3.9,2.7,5.9,8.9,417,64.7%,26.4,596,0.72,0.29,0.13,0.05,334,6,267,23.5%,0%,0,2
988,Ragnarr,HU,14,42.9%,4.2,4.0,2.3,5.6,8.1,403,73%,23.2,551,1.06,0.45,0.2,0.11,31,-5,122,35.7%,7.1%,0,-
989,Ragner,TR,35,57.1%,3.6,2.9,2.5,6.3,8.3,411,57.8%,21.8,502,1.18,0.47,0.17,0.16,217,1,-45,17.1%,2.9%,0,7
990,Rahel,KR,59,62.7%,4.6,4.1,2.1,5.5,8.9,432,65.4%,27.2,633,1.5,0.55,0.42,0.18,-243,-2,-46,15.3%,11.9%,1,3
991,Raider,BA,14,35.7%,2.7,2.6,2.3,3.5,8.2,389,42.4%,26.1,547,1.13,0.4,0.21,0.14,82,3,166,7.1%,7.1%,0,6
992,Raiin,DE,18,33.3%,2.3,2.4,2.6,3.7,8.5,397,46.5%,20.5,480,0.81,0.37,0.11,0.09,-205,-0,-14,0%,22.2%,0,6
993,Raining,SK,18,55.6%,3.8,3.7,2.8,7.0,7.8,404,67.9%,29.7,715,1.2,0.49,0.22,0.1,-641,-4,25,27.8%,16.7%,0,3
994,Raito,FR,32,78.1%,3.1,0.8,4.3,12.6,1.0,266,68.3%,7.6,211,3.32,1.63,0.44,0.44,-40,-4,-159,21.9%,28.1%,0,1
995,Rames,TR,28,71.4%,5.3,4.0,2.7,10.3,6.1,376,74.6%,16.5,438,1.18,0.3,0.23,0.21,330,3,227,39.3%,3.6%,0,2
996,Random,CZ,23,47.8%,3.2,5.2,3.4,6.0,8.9,435,70.2%,29.8,733,0.92,0.35,0.2,0.04,15,4,61,17.4%,0%,0,6
997,RapMonsters,PT,17,47.1%,4.2,2.9,2.1,5.7,8.0,386,58.6%,26.2,590,0.89,0.33,0.17,0.04,-422,-4,-394,5.9%,0%,0,1
998,Raptor,KR,47,44.7%,2.9,2.5,3.4,7.5,5.5,333,68.8%,13.8,366,1.49,0.37,0.37,0.33,13,1,4,40.4%,6.4%,0,5
999,Rascal,KR,41,26.8%,1.7,1.6,2.7,2.9,8.3,367,54%,19.7,407,1.17,0.4,0.24,0.19,-337,-10,-199,14.6%,12.2%,0,5
1000,Rassiel,HU,10,20%,1.6,1.0,4.8,6.6,1.4,237,68.8%,8.6,167,3.2,1.64,0.43,0.4,-122,5,-387,20%,0%,0,-
1001,Raxxo,PL,22,50%,3.3,1.0,3.4,10.5,1.3,257,78.1%,9.1,202,2.89,1.37,0.31,0.31,22,-0,-143,36.4%,9.1%,0,1
1002,RayFarky,JP,39,74.4%,3.3,2.9,2.2,4.2,7.9,383,43.5%,18.5,473,0.89,0.3,0.14,0.14,-70,-0,-66,5.1%,10.3%,0,11
1003,Rayito,ES,10,60%,5.3,3.9,1.9,6.2,8.6,427,59.3%,27.6,620,0.98,0.48,0.19,0.2,-554,-10,-323,20%,10%,0,1
1004,Razork,ES,51,56.9%,3.6,2.8,3.3,9.0,6.0,350,70.5%,15.0,388,1.5,0.32,0.38,0.24,184,11,336,35.3%,7.8%,0,7
1005,Realer,AU,10,20%,1.9,3.0,3.9,4.3,8.4,401,53.3%,22.9,502,1.02,0.44,0.17,0.12,487,11,651,40%,20%,0,1
1006,Reble,KR,30,26.7%,2.8,0.9,3.4,8.5,1.7,255,75.7%,9.9,220,3.16,1.62,0.38,0.44,115,8,74,40%,6.7%,0,1
1007,RedBert,BR,25,72%,3.7,1.1,3.3,11.2,1.8,267,78%,7.5,180,2.96,1.54,0.32,0.38,232,11,161,32%,12%,0,1
1008,Redfernal,PT,27,74.1%,3.4,1.0,4.0,12.6,1.9,292,71%,9.8,256,2.65,1.28,0.33,0.21,293,9,409,29.6%,18.5%,0,1
1009,Reeker,DE,25,76%,5.9,3.7,2.1,8.5,8.4,419,71.3%,27.0,710,1.2,0.46,0.24,0.27,339,6,281,24%,0%,0,3
1010,Rekkles,SE,47,42.6%,5.7,1.7,1.6,7.3,2.1,288,71.2%,13.8,295,3.52,1.86,0.59,0.4,424,7,585,38.3%,2.1%,0,1
1011,Relative,DE,18,50%,2.6,3.0,3.3,5.6,8.6,395,57.9%,22.9,513,0.91,0.36,0.2,0.09,-496,-6,-565,11.1%,11.1%,0,-
1012,Relhia,PH,22,9.1%,1.0,2.1,4.8,2.8,7.5,353,45.7%,24.5,500,0.79,0.36,0.08,0.1,-192,-2,-364,18.2%,18.2%,0,7
1013,RenYe,TW,22,9.1%,2.3,2.1,3.1,5.0,5.4,316,78.3%,13.1,267,1.17,0.25,0.29,0.18,-213,-6,-253,40.9%,4.5%,0,1
1014,Renewal,FR,14,28.6%,2.4,2.0,3.4,6.0,5.6,319,71%,12.4,259,1.26,0.33,0.3,0.27,239,10,241,28.6%,0%,0,2
1015,Rest,TW,32,65.6%,3.6,2.6,2.0,4.7,8.1,386,55.8%,19.8,484,1.13,0.48,0.18,0.2,-187,-7,-12,25%,0%,0,14
1016,Reufury,AU,16,43.8%,2.5,4.2,3.5,4.6,8.0,398,59.6%,26.3,604,0.84,0.36,0.14,0.11,-593,-16,-386,25%,0%,0,9
1017,Revo,FR,14,21.4%,1.6,1.1,3.1,3.9,7.9,353,31.8%,24.8,520,0.68,0.24,0.12,0.03,-517,-8,-381,7.1%,21.4%,0,1
1018,Rhemio,TR,15,53.3%,4.2,4.1,2.5,6.5,8.8,411,69.6%,25.1,609,1.14,0.48,0.14,0.15,91,3,-4,13.3%,13.3%,0,3
1019,Rhilech,TR,23,73.9%,4.2,2.5,2.5,8.0,6.0,359,66.4%,13.4,318,1.34,0.26,0.32,0.26,355,11,411,34.8%,8.7%,0,1
1020,Rhuckz,PT,27,63%,4.3,0.7,2.9,11.6,1.0,254,79.7%,8.1,185,3.15,1.52,0.33,0.33,-43,-2,-91,25.9%,11.1%,0,-
1021,Ribu,PL,18,33.3%,2.4,3.0,3.2,4.7,8.6,397,58.6%,28.4,668,0.79,0.32,0.15,0.04,-612,-8,-361,16.7%,5.6%,0,3
1022,Rich,KR,18,38.9%,2.2,1.8,3.0,4.8,7.8,369,60%,26.7,604,1.08,0.32,0.24,0.12,-161,-3,-256,5.6%,11.1%,0,4
1023,Richard I,VN,25,40%,3.1,3.0,2.5,4.9,8.5,402,54.1%,25.6,561,1.22,0.54,0.2,0.24,-1,-5,63,20%,0%,0,4
1024,Rigel,VN,17,41.2%,2.4,4.2,3.2,3.3,8.5,415,45.9%,22.9,585,1.13,0.52,0.14,0.31,-207,-5,-247,5.9%,11.8%,0,8
1025,Rihn,TR,8,12.5%,2.1,2.0,3.3,4.8,6.5,323,36.3%,17.7,411,0.61,0.29,0.06,0.02,-652,-28,-360,0%,12.5%,0,3
1026,Rito,ES,13,15.4%,2.1,0.5,3.8,7.5,1.1,239,81.8%,10.5,214,3.18,1.46,0.39,0.33,-116,-5,-50,23.1%,23.1%,0,1
1027,River,KR,26,53.8%,2.9,2.6,3.7,8.0,5.9,347,69.5%,14.9,386,1.56,0.42,0.4,0.28,-21,5,122,23.1%,15.4%,0,1
1028,River1,CN,14,21.4%,1.0,2.9,6.4,3.5,6.8,354,45%,24.5,549,0.84,0.34,0.12,0.1,-1321,-19,-1111,7.1%,42.9%,0,11
1029,Roamer,KR,34,41.2%,3.4,4.3,3.1,6.3,8.9,422,71.3%,31.5,787,1.18,0.42,0.23,0.19,585,13,236,26.5%,11.8%,0,16
1030,Robenong,HU,13,15.4%,1.3,2.0,5.6,5.1,7.5,353,54.6%,23.5,570,0.83,0.39,0.12,0.07,-650,-14,-690,7.7%,7.7%,0,-
1031,Robko,CZ,4,25%,1.3,1.5,5.8,5.8,1.9,251,52.2%,10.4,213,1.99,0.98,0.27,0.3,-1290,-1,-530,0%,0%,0,1
1032,Robo,BR,25,72%,2.6,3.6,3.3,5.2,8.5,414,55.3%,23.9,570,1.19,0.46,0.24,0.16,6,1,-75,8%,24%,0,11
1033,Rocklho,DE,1,0%,0.8,1.0,6.0,4.0,7.1,332,38.5%,17.4,357,0.75,0.35,0.16,0.06,-487,-25,-302,0%,0%,0,-
1034,Roison,PL,22,72.7%,6.9,4.5,1.9,8.4,8.4,430,67.8%,30.2,793,0.87,0.33,0.15,0.09,100,-0,-36,4.5%,0%,0,4
1035,Romeo,FR,22,50%,2.8,0.6,3.8,9.9,1.0,242,68.4%,6.6,148,3.06,1.72,0.26,0.42,-112,-6,-213,22.7%,18.2%,0,-
1036,RooKie,KR,65,55.4%,4.3,3.7,2.4,6.3,8.7,418,71.8%,31.1,764,-,-,-,-,-,-,-,-,-,-,-
1037,Rooster,KR,55,56.4%,3.6,3.2,2.1,4.5,8.5,399,58.5%,23.6,510,0.86,0.25,0.17,0.1,307,7,220,16.4%,5.5%,0,16
1038,Rosa,BR,2,0%,0.9,2.0,5.5,3.0,7.6,351,73.8%,22.7,387,1.14,0.48,0.2,0.1,-416,22,-138,50%,0%,0,-
1039,RoseThorn,US,29,48.3%,2.9,2.1,3.7,8.4,5.9,337,72.9%,13.3,335,1.36,0.26,0.34,0.2,-199,3,-46,31%,13.8%,0,-
1040,Roshan,NL,22,50%,3.9,2.4,2.9,9.0,6.0,347,73.5%,14.7,344,1.52,0.31,0.39,0.29,19,-1,-1,31.8%,18.2%,0,2
1041,Route,KR,25,72%,6.3,4.8,1.7,6.2,7.9,427,67.8%,27.1,678,2.02,0.82,0.46,0.3,-77,-14,-190,28%,4%,0,1
1042,Ruep,TR,32,68.8%,4.6,5.4,2.6,6.4,8.6,452,73%,32.2,828,1.29,0.48,0.3,0.14,513,4,118,28.1%,15.6%,1,3
1043,Ruf,EE,13,38.5%,2.5,4.3,3.5,4.5,9.2,427,58.6%,27.4,662,1.15,0.42,0.3,0.06,-197,-3,-229,15.4%,7.7%,0,1
1044,Ruler,KR,65,61.5%,4.4,4.4,2.1,4.7,9.8,461,66.7%,28.6,664,-,-,-,-,-,-,-,-,-,-,-
1045,Ruo,CN,3,0%,0.9,1.7,5.0,2.7,5.1,310,73%,18.5,260,-,-,-,-,-,-,-,-,-,-,-
1046,RustySniper,SE,14,42.9%,3.9,5.8,3.4,7.1,8.5,450,77.2%,27.5,706,1.27,0.33,0.3,0.09,143,5,-52,35.7%,0%,0,7
1047,Rylle,DK,14,35.7%,2.8,2.4,2.5,4.6,8.6,393,68.4%,29.8,662,1.01,0.33,0.23,0.13,268,8,299,14.3%,21.4%,0,1
1048,Ryoh,ES,2,0%,3.2,2.0,2.5,6.0,7.8,385,66.9%,24.6,679,1.31,0.36,0.31,0.14,-530,-16,-332,0%,0%,0,-
1049,Ryoma,AU,26,57.7%,4.2,6.0,3.0,6.8,9.1,458,76.9%,32.9,825,0.96,0.37,0.21,0.11,307,1,226,26.9%,11.5%,0,12
1050,RyuK,VN,11,36.4%,1.9,2.6,3.5,4.0,7.9,375,48%,19.4,487,1.02,0.46,0.16,0.19,-379,-5,-430,9.1%,9.1%,0,3
1051,Ryujin,IT,14,21.4%,2.0,1.7,4.4,7.4,5.1,318,77.1%,13.1,286,1.11,0.22,0.22,0.2,-601,-17,-686,28.6%,14.3%,0,-
1052,Ryuzaki,RS,18,16.7%,1.9,1.2,3.7,5.8,5.2,295,74.5%,10.8,236,1.27,0.35,0.3,0.3,-193,-8,-333,38.9%,11.1%,0,2
1053,SENPAIII,FR,7,14.3%,2.0,3.7,3.6,3.4,8.5,392,65.6%,27.7,533,0.83,0.36,0.19,0.13,-241,-4,-339,28.6%,14.3%,0,-
1054,SHREDDER,IT,19,63.2%,3.7,1.1,3.7,12.7,1.0,257,73.4%,7.5,187,3.04,1.57,0.29,0.41,103,0,-62,36.8%,0%,0,-
1055,SLT,FR,18,33.3%,1.9,3.1,4.1,4.7,7.6,370,56.9%,26.2,585,0.96,0.3,0.18,0.11,-378,-2,-241,11.1%,22.2%,0,4
1056,SMILEY,SE,36,61.1%,3.8,4.9,2.9,6.1,9.6,456,68.1%,26.7,657,1.31,0.4,0.42,0.09,28,5,11,27.8%,2.8%,1,4
1057,SOLBON,KR,11,9.1%,2.3,1.6,2.7,4.7,8.0,367,45.7%,19.2,479,0.87,0.37,0.16,0.14,-930,-21,-503,9.1%,9.1%,0,-
1058,SORROW,ES,2,100%,3.9,4.0,4.0,11.5,6.6,398,68.8%,26.0,799,0.93,0.45,0.22,0.13,374,-24,-432,50%,0%,0,-
1059,ST3PZ,BR,23,56.5%,4.5,5.9,2.5,5.3,9.6,461,76.3%,31.7,737,1.17,0.38,0.33,0.16,270,13,367,8.7%,0%,0,2
1060,Sacre,HR,22,45.5%,3.4,2.4,2.1,4.9,8.1,377,52.4%,21.5,512,0.95,0.34,0.16,0.06,-8,-3,17,18.2%,13.6%,0,3
1061,Sadaz,IT,14,21.4%,3.5,3.6,2.6,5.5,9.3,432,69.7%,25.2,509,0.8,0.26,0.18,0.08,28,1,8,28.6%,14.3%,0,2
1062,Saethra,SK,4,25%,1.1,2.3,3.5,1.8,7.8,360,26.7%,17.7,346,0.62,0.31,0.17,0.05,-1175,-13,-942,0%,25%,0,-
1063,Sahira,SE,28,75%,5.3,4.0,2.4,8.9,8.4,411,71.6%,29.8,785,0.91,0.39,0.1,0.09,218,3,208,32.1%,3.6%,0,10
1064,Saint,KR,59,62.7%,3.9,4.3,2.7,6.1,9.3,442,71.3%,29.7,685,1.33,0.36,0.36,0.17,17,-1,-2,16.9%,11.9%,0,20
1065,Sajator,CZ,17,23.5%,2.7,3.4,3.3,5.4,7.9,391,58.7%,23.5,554,1.15,0.41,0.24,0.16,-56,-0,-48,29.4%,5.9%,0,4
1066,Saken,FR,18,22.2%,3.2,2.6,2.3,4.9,8.9,399,68%,28.7,629,1.19,0.39,0.26,0.14,-158,-4,-177,16.7%,5.6%,0,3
1067,Salami,PL,22,59.1%,4.1,3.5,2.2,5.5,8.8,418,69.5%,28.7,672,1.05,0.31,0.29,0.08,57,-3,-259,31.8%,0%,0,4
1068,Sami,,2,0%,1.8,2.5,3.0,3.0,7.4,358,63%,25.6,612,0.49,0.28,0.03,0,-1448,-40,-672,0%,0%,0,-
1069,Samver,KR,22,45.5%,4.5,4.6,2.0,4.4,7.9,403,71.6%,26.8,577,1.58,0.61,0.4,0.17,-303,-6,-338,22.7%,9.1%,0,2
1070,Sangrod,TR,32,75%,3.0,3.3,2.8,5.3,8.3,439,44.5%,21.6,554,1.01,0.36,0.18,0.09,516,7,15,21.9%,18.8%,0,17
1071,Sant,BR,28,64.3%,5.8,5.5,2.1,6.7,7.9,427,69.7%,25.9,623,1.37,0.56,0.32,0.18,43,-3,-52,32.1%,7.1%,0,1
1072,Santa,EG,14,7.1%,2.0,1.5,3.2,4.9,5.6,311,78.8%,16.4,276,0.9,0.13,0.27,0.13,-576,-11,-552,28.6%,0%,0,-
